,Nome,SMILES,SMILES_Canonic
5015,86166-10-1,OC(=O)[C@@]12CC[C@H]([C@@H]([C@@H]1C1=CC[C@@H]3[C@@]([C@@]1(CC2)C)(CC[C@@H]1[C@@]3(C)CC[C@H](C1(C)C)OC(=O)CCC)C)C)C,CCCC(=O)O[C@@H]1CC[C@]2(C)[C@@H](CC[C@@]3(C)[C@H]2CC=C2[C@H]4[C@@H](C)[C@H](C)CC[C@@]4(C(=O)O)CC[C@]23C)C1(C)C
5016,861807-88-7,O[C@]1(c2ccccc2OC)c2ccc3c(c2[C@H]2O[C@H]1CC2)C(=O)C(=C(N3)C)OC,COc1ccccc1[C@@]1(O)c2ccc3[nH]c(C)c(OC)c(=O)c3c2[C@@H]2CC[C@@H]1O2
5017,862563-90-4,O[C@@]1(C(=O)OC)C(=O)c2c3/C/1=C/1\N=C([C@H]([C@@H]1CCC(=O)OCC)C)/C=C/1\N/C(=C\C4=N/C(=C\c(c2C)[nH]3)/C(=C4C)CC)/C(=C1C)C=C,C=Cc1c(C)c2cc3nc(c4c5[nH]c(cc6nc(cc1[nH]2)C(C)=C6CC)c(C)c5C(=O)[C@@]4(O)C(=O)OC)[C@@H](CCC(=O)OCC)[C@@H]3C
5018,863-03-6,Oc1cc(O)c2c(c1)O[C@H]([C@@H](C2)OC(=O)c1cc(O)c(c(c1)O)O)c1ccc(c(c1)O)O,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1
5019,863-76-3,O=C(C)O[C@H]1CC[C@@]2([C@H](C1(C)C)CC[C@]1([C@@H]2CC=C2[C@]1(CC[C@]1([C@@H]2[C@H](C)[C@H](CC1)C)C)C)C)C,CC(=O)O[C@H]1CC[C@@]2(C)[C@H]3CC=C4[C@H]5[C@H](C)[C@@H](C)CC[C@@]5(C)CC[C@@]4(C)[C@@]3(C)CC[C@H]2C1(C)C
5020,863297-47-6,c1cc(OCCOc2ccc(cc2)c2c3nc(cc3)c(c3ccc(cc3)OCCOc3cccc(c3)CCCCCCCCCCCCCCC)c3[nH]c(cc3)c(c3nc(c(c4[nH]c2cc4)c2ccc(cc2)OCCOc2cccc(c2)CCCCCCCCCCCCCCC)cc3)c2ccc(cc2)OCCOc2cccc(c2)CCCCCCCCCCCCCCC)cc(c1)CCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCc1cccc(OCCOc2ccc(-c3c4nc(c(-c5ccc(OCCOc6cccc(CCCCCCCCCCCCCCC)c6)cc5)c5ccc([nH]5)c(-c5ccc(OCCOc6cccc(CCCCCCCCCCCCCCC)c6)cc5)c5nc(c(-c6ccc(OCCOc7cccc(CCCCCCCCCCCCCCC)c7)cc6)c6ccc3[nH]6)C=C5)C=C4)cc2)c1
5021,86363-30-6,OC(=O)/C=C(/CC[C@H]1C(=C)CC[C@@H]2[C@@]1(C)CC[C@@H](C2(C)C)O)\C,C=C1CC[C@H]2C(C)(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC/C(C)=C/C(=O)O
5022,864-94-8,C(=C\C(=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C\[C@]12O[C@@]1(C)CCCC2(C)C)\C)/C=C(\C)/C=C/[C@@]12O[C@]1(C)CCCC2(C)C,CC(/C=C/C=C(C)/C=C/[C@@]12O[C@]1(C)CCCC2(C)C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\[C@]12O[C@@]1(C)CCCC2(C)C
5023,86432-14-6,OC(=O)[C@@]12[C@@H]3C[C@@]4(C(=CC[C@H]5[C@]4(CC[C@H]4[C@@]5(C)CC[C@H](C4(C)C)O)C)[C@H]2C[C@@]3(CC1)C)C,CC1(C)[C@H](O)CC[C@]2(C)[C@@H]1CC[C@]1(C)[C@@H]2CC=C2[C@H]3C[C@]4(C)CC[C@@]3(C(=O)O)[C@@H]4C[C@]21C
5024,865111-98-4,Oc1cc(O)c2c(c1[C@H]1O[C@@H](CO)[C@H]([C@H]([C@@H]1OC(=O)c1ccc(cc1)O)O)O)OC(=CC2=O)c1ccc(c(c1)O)O,O=C(O[C@H]1[C@H](O)[C@H](O)[C@H](CO)O[C@@H]1c1c(O)cc(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc12)c1ccc(O)cc1
5025,865443-46-5,C[C@]12C(=O)[C@H]([C@H]3[C@@]4([C@H]1CC[C@@]1([C@H]4CC(=O)O[C@@H]1c1cocc1)C)O3)[C@H](C([C@@H]2CC(=O)OC)(C)C)OC(=O)[C@@H](CC)C,CC[C@@H](C)C(=O)O[C@@H]1[C@@H]2C(=O)[C@](C)([C@@H](CC(=O)OC)C1(C)C)[C@@H]1CC[C@@]3(C)[C@@H](c4ccoc4)OC(=O)C[C@H]3[C@@]13O[C@@H]23
5026,86632-03-3,Oc1cc(/C=C/C(=O)O[C@@H]2[C@@H](OC(=O)/C=C/c3ccc(c(c3)O)O)C[C@](C[C@H]2OC(=O)/C=C/c2ccc(c(c2)O)O)(O)C(=O)O)ccc1O,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1[C@@H](OC(=O)/C=C/c2ccc(O)c(O)c2)C[C@](O)(C(=O)O)C[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1
5027,866403-32-9,N=C(NCCCCOC(=O)C1=C2N3C(=N[C@H](C[C@H]3CC2)CCCCCCCOC(=O)C2=C3N4C(=N[C@@H](C[C@H]4CC3)CCCCCCC)N[C@H]2C)N[C@H]1C)N,CCCCCCC[C@@H]1C[C@H]2CCC3=C(C(=O)OCCCCCCC[C@H]4C[C@H]5CCC6=C(C(=O)OCCCCNC(=N)N)[C@H](C)NC(=N4)N65)[C@H](C)NC(=N1)N32
5028,866454-95-7,C(=C(C)C)COC(=O)CCCC,CCCCC(=O)OCC=C(C)C
5029,86687-37-8,Oc1cc(C(=O)O[C@@H]2[C@@H](OC(=O)c3cc(O)c(c(c3)O)O)[C@@H](O)C[C@](C2)(O)C(=O)O)cc(c1O)O,O=C(O[C@@H]1[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)C[C@@](O)(C(=O)O)C[C@@H]1O)c1cc(O)c(O)c(O)c1
5030,868-57-5,O=C([C@H](CC)C)OC,CC[C@H](C)C(=O)OC
5031,868168-04-1,Oc1ccc(cc1)[C@H]1c2c(O)cc(cc2[C@@H]2[C@@H]1c1c3c(O[C@H]([C@@H]3c3cc(O)cc(c3)O)c3ccc(cc3)O)cc(c1[C@H]2c1ccc(cc1)O)O)O,Oc1ccc([C@H]2c3c(O)cc(O)cc3[C@H]3[C@H](c4ccc(O)cc4)c4c(O)cc5c(c4[C@H]23)[C@@H](c2cc(O)cc(O)c2)[C@H](c2ccc(O)cc2)O5)cc1
5032,868567-30-0,C[C@H]1CC[C@@H]2[C@@H]1[C@H]1[C@@H](C1(C)C)CC[C@]12OC1,C[C@H]1CC[C@@H]2[C@@H]1[C@H]1[C@H](CC[C@]23CO3)C1(C)C
5033,868706-55-2,OC([C@@H]1CCC(=C)[C@H]2[C@@H](C1)C(=CC2)C)(C)C,C=C1CC[C@@H](C(C)(C)O)C[C@H]2C(C)=CC[C@@H]12
5034,869166-74-5,Oc1ccc(c(c1C)CC)O,CCc1c(O)ccc(O)c1C
5035,86943-85-3,c1cc(c2-c3c(Cc2c1)cccc3N(C)C)N(C)C,CN(C)c1cccc2c1-c1c(cccc1N(C)C)C2
5036,86999-26-0,N#CCc1nnc([nH]1)C,Cc1nnc(CC#N)[nH]1
5037,87-51-4,OC(=O)Cc1c[nH]c2c1cccc2,O=C(O)Cc1c[nH]c2ccccc12
5038,87-66-1,Oc1c(O)cccc1O,Oc1cccc(O)c1O
5039,87-69-4,O[C@@H]([C@H](C(=O)O)O)C(=O)O,O=C(O)[C@@H](O)[C@@H](O)C(=O)O
5040,87-89-8,O[C@H]1[C@H](O)[C@H](O)[C@H]([C@@H]([C@@H]1O)O)O,O[C@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@H]1O
5041,87-99-0,OC[C@H]([C@H]([C@@H](CO)O)O)O,OC[C@@H](O)C(O)[C@H](O)CO
5042,870084-45-0,Oc1c2c(OC(=O)C=C2c2ccccc2)c(c(c1CC=C(C)C)O)C(=O)[C@H](CC)C,CC[C@H](C)C(=O)c1c(O)c(CC=C(C)C)c(O)c2c(-c3ccccc3)cc(=O)oc12
5043,87068-39-1,O[C@H]1C[C@H]2[C@@]3([C@@H]1C)C[C@H](C(C2=C)(C)C)CC3,C=C1[C@H]2C[C@H](O)[C@@H](C)[C@]23CC[C@H](C3)C1(C)C
5044,87099-71-6,Oc1ccc(cc1)/C=C/C(=O)O[C@H]1[C@H](O)[C@@H](O)C[C@@](C1)(O)C(=O)O,O=C(/C=C/c1ccc(O)cc1)O[C@@H]1C[C@](O)(C(=O)O)C[C@H](O)[C@H]1O
5045,87099-73-8,OC(=O)[C@]1(O)C[C@@H](O)[C@H]([C@H](C1)O)OC(=O)/C=C/c1ccc(c(c1)O)O,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1[C@H](O)C[C@@](O)(C(=O)O)C[C@@H]1O
5046,871-83-0,C(CCCCCC(C)C)C,CCCCCCCC(C)C
5047,871796-44-0,Oc1c(Oc2ccc(cc2)C2=CC(=O)c3c(O2)cc(O)cc3O)ccc(c1)C1=CC(=O)c2c(O1)cc(O)cc2O,O=c1cc(-c2ccc(Oc3ccc(-c4cc(=O)c5c(O)cc(O)cc5o4)cc3O)cc2)oc2cc(O)cc(O)c12
5048,87205-98-9,OC(=O)[C@@]12CC[C@@]3(C(=CC[C@@H]4[C@@]3(C)CC[C@H]3[C@]4(C)C[C@H]([C@H](C3(C)C)O)O)[C@@H]2[C@H]([C@H](CC1)C)C)C,C[C@@H]1[C@H]2C3=CC[C@H]4[C@@]5(C)C[C@@H](O)[C@@H](O)C(C)(C)[C@H]5CC[C@@]4(C)[C@]3(C)CC[C@]2(C(=O)O)CC[C@@H]1C
5049,87259-04-9,CCCCCC[C@@H](CCCCCCCCCCCCCCCC)C,CCCCCCCCCCCCCCCC[C@@H](C)CCCCCC
5050,872979-45-8,OC(=O)/C=C(/CC[C@H]1C(=C)CC[C@@H]2[C@@]1(C)CC[C@@H](C2(C)C)O)\C,C=C1CC[C@H]2C(C)(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC/C(C)=C/C(=O)O
5051,873800-08-9,O[C@H]1[C@H](O[C@@H]2O[C@H](C)[C@H]([C@H]([C@@H]2OC(=O)C)OC(=O)C)OC(=O)C)[C@H](O[C@H]([C@@H]1O)CO)OCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCO[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O
5052,874197-21-4,OC/C=C/CCCCCCCC[C@H](C)/C=C/CCCC,CCCC/C=C/[C@@H](C)CCCCCCCC/C=C/CO
5053,874302-33-7,C=C([C@H]1C=C[C@@H]([C@H]2[C@@H]1C2(C)C)C(C)C)C,C=C(C)[C@H]1C=C[C@H](C(C)C)[C@H]2[C@@H]1C2(C)C
5054,874357-51-4,C1=CC(=O)C(=C(C1=O)CC)C,CCC1=C(C)C(=O)C=CC1=O
5055,874537-16-3,OC[C@@]1(C(=O)OC)[C@@H]2/C(=C\C)/C[N@@]3[C@@H]1Cc1c([C@@H]3C2)n(c2c1cccc2OC)C,C/C=C1/C[N@]2[C@H]3C[C@@H]1[C@@](CO)(C(=O)OC)[C@H]2Cc1c3n(C)c2c(OC)cccc12
5056,875552-60-6,Oc1ccc2c(c1)OC[C@H](C2=O)c1ccc(c(c1OC)O)OC,COc1ccc([C@@H]2COc3cc(O)ccc3C2=O)c(OC)c1O
5057,87563-33-5,OC/C=C(/CC[C@@H]1C(=CC[C@@H]2[C@@]1(C)CCCC2(C)C)C)\C,CC1=CC[C@H]2C(C)(C)CCC[C@@]2(C)[C@@H]1CC/C(C)=C/CO
5058,87584-96-1,O[C@H]1[C@@H](OC[C@@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)O[C@@H]([C@@H]([C@H]1O)O)CO[C@@H]1O[C@@H](CO)[C@@H]([C@@H]([C@@H]1O)O)O,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](CO[C@H]1O[C@H](CO[C@@H]2O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC
5059,87585-32-8,Oc1c(OC)cc(cc1OC)[C@@H]1c2c(OC)c(O)c(cc2C[C@@H]([C@@H]1CO[C@H]1O[C@H](CO)[C@H]([C@H]([C@@H]1O)O)O)CO)OC,COc1cc([C@@H]2c3c(cc(OC)c(O)c3OC)C[C@H](CO)[C@@H]2CO[C@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)cc(OC)c1O
5060,87585-56-6,OC(=O)/C=C(/CC[C@H]1C(=CC[C@@H]2[C@]1(C)CCCC2(C)C)C)\C,CC1=CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1CC/C(C)=C/C(=O)O
5061,87606-11-9,O[C@]12C3=C(C(=O)C(=C)[C@H]3[C@H]3[C@H](CC2)C(=C)C(=O)O3)[C@]2(CC1)C(=O)C[C@H]1[C@H]2[C@H]2OC(=O)C(=C)[C@@H]2CCC1=C,C=C1C(=O)C2=C3[C@@H]1[C@@H]1OC(=O)C(=C)[C@H]1CC[C@]3(O)CC[C@]21C(=O)C[C@@H]2C(=C)CC[C@H]3C(=C)C(=O)O[C@@H]3[C@H]21
5062,87606-12-0,O[C@]12C3=C(C(=O)C(=C)[C@H]3[C@H]3[C@H](CC2)C(=C)C(=O)O3)[C@]2(CC1)C(=O)C[C@H]1[C@H]2[C@H]2OC(=O)C(=C)[C@@H]2CCC1=C,C=C1C(=O)C2=C3[C@@H]1[C@@H]1OC(=O)C(=C)[C@H]1CC[C@]3(O)CC[C@]21C(=O)C[C@@H]2C(=C)CC[C@H]3C(=C)C(=O)O[C@@H]3[C@H]21
5063,87617-80-9,O[C@H]1[C@@]23CO[C@H]([C@@]([C@@H]3C[C@@H]([C@]3([C@@H]2C(=O)C[C@@]2([C@@H]3CC(=O)[C@H]2c2cocc2)C)C)O)([C@@H]([C@H]1OC(=O)C)OC(=O)C)C)OC(=O)C(C)C,CC(=O)O[C@@H]1[C@@H](OC(C)=O)[C@@]2(C)[C@H](OC(=O)C(C)C)OC[C@@]3([C@@H]1O)[C@H]2C[C@H](O)[C@]1(C)[C@H]2CC(=O)[C@@H](c4ccoc4)[C@]2(C)CC(=O)[C@@H]13
5064,87617-81-0,O[C@@H]1C[C@H]2[C@]3(C)[C@H](OC(=O)[C@@H](CC)C)OC[C@@]2([C@@H]2[C@@]1(C)[C@H]1CC(=O)[C@H]([C@]1(C)CC2=O)c1cocc1)[C@@H]([C@@H]([C@H]3OC(=O)C)OC(=O)C)O,CC[C@@H](C)C(=O)O[C@@H]1OC[C@@]23[C@H](O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@]1(C)[C@@H]2C[C@@H](O)[C@]1(C)[C@H]2CC(=O)[C@@H](c4ccoc4)[C@]2(C)CC(=O)[C@@H]13
5065,87617-82-1,O[C@H]1[C@@H](OC(=O)C)[C@H](OC(=O)C)[C@@]2([C@H]3[C@]1(CO[C@H]2OC(=O)C(C)C)[C@@H]1C(=O)C[C@]2([C@]4([C@@]1(C)[C@H](C3)O)O[C@@H]4C[C@@H]2c1cocc1)C)C,CC(=O)O[C@H]1[C@H](OC(C)=O)[C@@]2(C)[C@H](OC(=O)C(C)C)OC[C@@]3([C@H]1O)[C@H]2C[C@H](O)[C@@]1(C)[C@H]3C(=O)C[C@]2(C)[C@@H](c3ccoc3)C[C@H]3O[C@@]312
5066,876174-50-4,O[C@H]1[C@@H]2[C@@](C)(CC[C@@H]3[C@]2(C=CC(=O)C3(C)C)C)[C@]2([C@H](C1)[C@H]1[C@@H](C(=C)C)CC[C@@]1(CC2)C)C,C=C(C)[C@H]1CC[C@]2(C)CC[C@]3(C)[C@H](C[C@@H](O)[C@H]4[C@]5(C)C=CC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
5067,876304-97-1,Oc1cc2OC(=CC(=O)c2c(c1[C@H]1O[C@@H](C)[C@H]([C@H]([C@@H]1O)O)O)O)c1ccc(cc1)O,C[C@@H]1O[C@H](c2c(O)cc3oc(-c4ccc(O)cc4)cc(=O)c3c2O)[C@@H](O)[C@H](O)[C@@H]1O
5068,876317-91-8,Oc1cc2OC(=CC(=O)c2c(c1[C@@H]1O[C@@H](C)[C@H]([C@@H]([C@@H]1O[C@@H]1O[C@H](C)[C@H]([C@@H]([C@H]1O)O)O)O)O)O)c1ccc(cc1)O,C[C@@H]1O[C@@H](c2c(O)cc3oc(-c4ccc(O)cc4)cc(=O)c3c2O)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
5069,877-03-2,C(=O)c1c[nH]c2c1cc(Br)cc2,O=Cc1c[nH]c2ccc(Br)cc12
5070,87725-70-0,O[C@@H]1[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@]2([C@H]3[C@]1(CO[C@H]2OC(=O)[C@H](CC)C)[C@H]1C(=O)C[C@]2([C@@]4([C@]1([C@@H](C3)O)C)O[C@H]4C[C@@H]2c1cocc1)C)C,CC[C@H](C)C(=O)O[C@@H]1OC[C@@]23[C@H](O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@]1(C)[C@@H]2C[C@@H](O)[C@@]1(C)[C@@H]3C(=O)C[C@]2(C)[C@@H](c3ccoc3)C[C@@H]3O[C@]312
5071,87745-31-1,C=C([C@@H]1CC2=C(C)CC[C@H]2[C@@H](CC1)C)C,C=C(C)[C@H]1CC[C@@H](C)[C@@H]2CCC(C)=C2C1
5072,87980-67-4,Oc1c(O)c(cc2c1[C@@]13C(=O)O[C@H]2[C@@H]([C@@H]3C(CCC1)(C)C)O)C(C)C,CC(C)c1cc2c(c(O)c1O)[C@@]13CCCC(C)(C)[C@H]1[C@@H](O)[C@@H]2OC3=O
5073,88-32-4,Oc1ccc(c(c1)C(C)(C)C)OC,COc1ccc(O)cc1C(C)(C)C
5074,88-84-6,CC(=C1CC2=C([C@@H](CC1)C)CC[C@H]2C)C,CC(C)=C1CC[C@@H](C)C2=C(C1)[C@H](C)CC2
5075,88-99-3,OC(=O)c1ccccc1C(=O)O,O=C(O)c1ccccc1C(=O)O
5076,88034-74-6,OC/C(=C\CC[C@]1(C)[C@H]2C(=CC[C@@H]1C2)C)/C,CC1=CC[C@@H]2C[C@H]1[C@@]2(C)CC/C=C(/C)CO
5077,880354-41-6,N=C(NCCCC(=O)[C@H]1c2[nH]c3c(c2CCN1)cc(cc3)O)N,N=C(N)NCCCC(=O)[C@@H]1NCCc2c1[nH]c1ccc(O)cc21
5078,88082-60-4,Oc1ccc(cc1O)[C@@]12Oc3cc(O)c4c(c3[C@@H]([C@@H]2O)c2c(O1)cc(O)cc2O)O[C@@H]([C@@H]([C@H]4c1c(O)cc(c2c1O[C@H](c1ccc(c(c1)O)O)[C@H](C2)O)O)O)c1ccc(c(c1)O)O,Oc1cc(O)c2c(c1)O[C@@]1(c3ccc(O)c(O)c3)Oc3cc(O)c4c(c3[C@H]2[C@@H]1O)O[C@H](c1ccc(O)c(O)c1)[C@H](O)[C@H]4c1c(O)cc(O)c2c1O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2
5079,881-68-5,C(=O)c1ccc(c(c1)OC)OC(=O)C,COc1cc(C=O)ccc1OC(C)=O
5080,882187-44-2,C[C@@H]1CC[C@]23[C@@H]1[C@@H]1[C@H](C1(C)C)CC[C@@]3(O2)C,C[C@@H]1CC[C@]23O[C@@]2(C)CC[C@@H]2[C@@H]([C@H]13)C2(C)C
5081,88243-64-5,OC(C)(C)/C=C/C(=O)[C@H]([C@@H]1O[C@@](CC1)(C=C)C)C,C=C[C@]1(C)CC[C@H]([C@H](C)C(=O)/C=C/C(C)(C)O)O1
5082,882692-35-5,O[C@@H](CCCCCCCCC[C@H](CCCCC1=C[C@H](OC1=O)C)O)[C@@H]1O[C@@H](CC1)[C@@H]1O[C@@H](CC1)[C@H](CCCCCCCC)O,CCCCCCCC[C@H](O)[C@@H]1CC[C@H]([C@@H]2CC[C@H]([C@@H](O)CCCCCCCCC[C@@H](O)CCCCC3=C[C@@H](C)OC3=O)O2)O1
5083,883238-43-5,OC(=O)C[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)CN)C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CCCCN)C(=O)NCC(=O)N[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCCCN)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](C)C(=O)N[C@H](CO)C(=O)N[C@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N,CSCC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](CCCCN)NC(=O)[C@@H](CO)NC(=O)[C@@H](C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CO)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@@H](C)NC(=O)CNC(=O)[C@@H](CCCCN)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)CN)[C@@H](C)O)C(C)C)C(C)C)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(N)=O
5084,883238-44-6,Oc1ccc(cc1O)/C=C/C(=O)O[C@H]1[C@@H](OC(=O)CCc2ccc(c(c2)O)O)[C@@H](O)C[C@](C1)(O)C(=O)O,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@@](O)(C(=O)O)C[C@H](O)[C@@H]1OC(=O)CCc1ccc(O)c(O)c1
5085,88395-46-4,O[C@]1(C)CCC2=C(C)CC[C@@H]3[C@@H]([C@@H]12)C3(C)C,CC1=C2CC[C@@](C)(O)[C@@H]2[C@@H]2[C@@H](CC1)C2(C)C
5086,88395-47-5,C=C1[C@H]2O[C@@H](CC1)[C@]1([C@@H]2[C@@H](C(C)C)CC1)C,C=C1CC[C@@H]2O[C@H]1[C@H]1[C@@H](C(C)C)CC[C@]12C
5087,884-35-5,Oc1c(OC)cc(cc1OC)C(=O)OC,COC(=O)c1cc(OC)c(O)c(OC)c1
5088,88452-92-0,O[C@@]1(C2=CC[C@]3([C@](C[C@]2(CC1)C)(O)C(=C)CC[C@H]3OC(=O)C)C)C(C)C,C=C1CC[C@@H](OC(C)=O)[C@@]2(C)CC=C3[C@](C)(CC[C@@]3(O)C(C)C)C[C@@]12O
5089,884876-08-8,O[C@H]1/C=C(/C)\CCC(C/C=C\[C@H](C1)C)(C)C,C/C1=C/[C@H](O)C[C@H](C)/C=C\CC(C)(C)CC1
5090,885109-77-3,Oc1cc(O)cc2c1[C@H](OC(=O)C2)CCCCC[C@H](C)O,C[C@H](O)CCCCC[C@H]1OC(=O)Cc2cc(O)cc(O)c21
5091,88546-96-7,O[C@H]([C@@H](C(=C)C)O)c1c(OC)ccc2c1OC(=O)C=C2,C=C(C)[C@@H](O)[C@@H](O)c1c(OC)ccc2ccc(=O)oc12
5092,885469-39-6,O[C@H]1OC[C@@H]([C@H]1Cc1ccc2c(c1)OCO2)Cc1ccc2c(c1)OCO2,O[C@H]1OC[C@H](Cc2ccc3c(c2)OCO3)[C@H]1Cc1ccc2c(c1)OCO2
5093,885606-18-8,Oc1c(OC)cc2c(c1)C(=O)c1c(C2=O)ccc(c1)C,COc1cc2c(cc1O)C(=O)c1cc(C)ccc1C2=O
5094,88607-21-0,N1/C=C\c2ccc(cc2)O[C@@H]([C@@H](C(=O)N[C@H](C1=O)CC(C)C)NC(=O)[C@H](CC(C)C)N(C)C)c1ccccc1,CC(C)C[C@@H]1NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C)[C@@H](c2ccccc2)Oc2ccc(cc2)/C=C\NC1=O
5095,88640-85-1,Oc1ccc(cc1OC)[C@H]1Oc2c([C@@H]1C)cc(cc2OC)CC=C,C=CCc1cc(OC)c2c(c1)[C@H](C)[C@@H](c1ccc(O)c(OC)c1)O2
5096,88644-36-4,CC(C[C@H](N(C)C)C(=O)N[C@@H]1C(=O)N[C@H](C(=O)N/C=C\c2ccc(O[C@@H]1c1ccccc1)cc2)Cc1ccccc1)C,CC(C)C[C@@H](C(=O)N[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N/C=C\c2ccc(cc2)O[C@@H]1c1ccccc1)N(C)C
5097,887267-98-3,O=C(/C=C/1\O[C@](C=C1CC)(C)C[C@H](CCCC)CC)OC,CCCC[C@H](CC)C[C@]1(C)C=C(CC)/C(=C/C(=O)OC)O1
5098,88728-56-7,O[C@@H](C)c1c(OC)cc2c(c1)C=CC(O2)(C)C,COc1cc2c(cc1[C@H](C)O)C=CC(C)(C)O2
5099,88728-57-8,c1c2OC(C=Cc2cc(c1OC)[C@@H](C)OCC)(C)C,CCO[C@H](C)c1cc2c(cc1OC)OC(C)(C)C=C2
5100,88728-58-9,O[C@@]1(C)[C@H]2CC[C@H]([C@@H]2[C@@H]2[C@@H](CC1)C2(C)C)C,C[C@@H]1CC[C@H]2[C@H]1[C@@H]1[C@@H](CC[C@@]2(C)O)C1(C)C
5101,887304-88-3,O[C@]1(C(=O)c2cc(OC)c(cc2[C@H]([C@@H]1C)c1ccc(c(c1)OC)OC)OC)C,COc1ccc([C@@H]2c3cc(OC)c(OC)cc3C(=O)[C@](C)(O)[C@H]2C)cc1OC
5102,887501-28-2,Oc1ccc(cc1OC)[C@H]1c2cc(OC)c(cc2C(=O)[C@H]([C@@H]1C)C)OC,COc1cc([C@H]2c3cc(OC)c(OC)cc3C(=O)[C@@H](C)[C@@H]2C)ccc1O
5103,887501-29-3,c1c2OCOc2cc(c1)[C@H]1c2cc3OCOc3cc2C(=O)[C@H]([C@@H]1C)C,C[C@@H]1[C@@H](c2ccc3c(c2)OCO3)c2cc3c(cc2C(=O)[C@H]1C)OCO3
5104,887501-30-6,c1c2OCOc2cc(c1)[C@H]1c2cc3OCOc3cc2C(=O)[C@H]([C@@H]1C)C,C[C@@H]1[C@@H](c2ccc3c(c2)OCO3)c2cc3c(cc2C(=O)[C@H]1C)OCO3
5105,887501-31-7,O[C@H]1c2cc(OC)c(cc2[C@H]([C@@H]([C@@H]1C)C)c1ccc(c(c1)OC)OC)OC,COc1ccc([C@@H]2c3cc(OC)c(OC)cc3[C@H](O)[C@@H](C)[C@H]2C)cc1OC
5106,887501-32-8,c1c(OC)c(OC)cc(c1)[C@@H]1c2cc(OC)c(cc2C=C([C@H]1C)C)OC,COc1ccc([C@@H]2c3cc(OC)c(OC)cc3C=C(C)[C@H]2C)cc1OC
